行政區,土地面積,建物總面積,屋齡,樓層,總樓層,用途,房數,廳數,衛數,電梯,車位類別,交易日期,總價,經度,緯度
南區,13.32,123.13,16.43839367,2,14,住,3,2,2,1,坡道機械,2018/1/17,6100000,120.650668,24.108713
北屯區,40.73,191.93,-2.5407777019999997,12,15,住,2,2,2,1,坡道平面,2017/8/19,16700000,120.689907,24.193227
西屯區,30.39,284.14,6.946070077000001,7,14,住,4,2,2,1,坡道平面,2019/3/22,21280000,120.63630400000001,24.180047000000002
北屯區,33.63,84.47,38.62365415,2,5,住,3,2,2,0,無,2019/12/27,3500000,120.691479,24.179642
西屯區,4.52,36.2,12.08512153,4,15,住,1,0,1,1,無,2019/6/22,2300000,120.609973,24.192242
北屯區,27.21,92.2,36.24988877,1,5,住,3,2,2,0,無,2018/11/10,6300000,120.68713999999999,24.167998
西區,11.46,78.24,7.964571482999999,5,10,商,3,2,2,1,坡道機械,2019/5/21,6500000,120.675422,24.150763
北區,19.78,65.31,40.77564906,3,5,住,3,2,1,0,無,2020/5/22,3800000,120.677108,24.160587
南屯區,50.04,307.24,1.259437223,19,23,住,4,2,3,1,無,2019/7/13,39900000,120.64101699999999,24.143376999999997
北屯區,17.45,105.05,6.130173789,9,12,住,3,2,1,1,坡道機械,2017/12/28,5500000,120.713798,24.166103
西屯區,6.02,57.49,24.72603818,4,11,住,1,0,1,1,坡道機械,2019/3/21,3000000,120.652497,24.165841
北屯區,20.2,131.64,-1.9357002540000001,4,12,住,2,2,1,1,坡道平面,2017/12/12,7330000,120.705547,24.193123999999997
南屯區,31.09,368.19,3.468928178,3,25,住,3,2,3,1,坡道平面,2016/11/10,41000000,120.643649,24.154465
南區,17.63,140.08,8.39716079,7,12,住,3,2,2,1,坡道平面,2016/11/16,7460000,120.65736799999999,24.115072
清水區,14.61,153.21,0.18343976899999997,14,15,商,3,2,2,1,坡道機械,2020/3/17,5680000,120.54211200000002,24.268613000000002
烏日區,36.09,155.23,-1.111590245,3,13,住,3,2,2,1,坡道平面,2018/12/10,7880000,120.60633100000001,24.105504
大里區,7.32,73.08,24.97244981,1,12,住,2,2,1,1,無,2019/10/25,2900000,120.69136100000001,24.113982999999998
北屯區,15.11,50.88,37.00828901,5,5,住,2,2,1,0,無,2019/8/14,1700000,120.68713999999999,24.167998
北區,24.25,133.94,23.30780235,7,7,住,3,2,2,1,無,2018/6/6,5900000,120.67793600000002,24.167835999999998
北屯區,20.35,174.16,0.48187163299999997,11,15,住,3,2,2,1,坡道平面,2020/5/16,13340000,120.68869199999999,24.196073000000002
大里區,10.81,94.35,26.42080262,11,14,住,3,2,1,1,無,2020/2/16,4700000,120.692355,24.09169
西屯區,12.48,92.18,20.91487163,7,14,住,2,2,1,1,坡道機械,2016/12/18,5460000,120.64198300000001,24.171337
北屯區,24.33,280.76,5.160954708,17,21,住,3,2,2,1,坡道平面,2019/2/23,20700000,120.68633799999999,24.204612
北區,3.45,44.45,28.78909218,8,15,住,1,0,1,1,無,2018/8/17,2150000,120.66811000000001,24.172632
西屯區,17.82,94.3,28.87944311,3,5,住,3,2,2,0,無,2017/6/21,4500000,120.66596100000001,24.172183999999998
北屯區,7.73,42.85,27.08337611,4,6,住,1,1,1,1,無,2018/7/15,1300000,120.70252099999999,24.165599
北屯區,33.59,94.69,28.31543427,4,5,住,2,2,2,0,無,2016/10/22,3700000,120.700222,24.184044
北屯區,8.0,112.22,0.09856465199999999,16,28,商,2,2,1,1,坡道平面,2017/5/26,7900000,120.697477,24.171067999999998
西屯區,27.6,216.61,0.6215048910000001,13,24,住,3,2,2,1,坡道平面,2017/7/30,18500000,120.63630400000001,24.180047000000002
北區,7.31,51.3,27.22848518,5,7,住,2,1,1,1,無,2018/7/7,2100000,120.68807,24.157323
大里區,14.77,167.87,9.744211038,10,19,商,3,2,2,1,坡道平面,2020/5/31,10200000,120.68652800000001,24.102872
北屯區,16.4,126.34,0.7036421009999999,14,14,住,2,1,1,1,坡道平面,2017/4/26,6420000,120.706928,24.167439
南區,42.97,168.72,26.46187122,10,12,住,3,2,2,1,坡道平面,2018/4/18,8700000,120.65898899999999,24.125247
西區,11.79,72.56,17.26250368,6,7,住,2,1,1,1,升降機械,2016/12/18,3180000,120.6681,24.150002
北屯區,4.79,45.93,21.57196931,3,9,住,1,1,1,1,無,2017/10/3,1900000,120.68501200000001,24.170762
西區,4.98,30.24,27.43382821,4,7,住,1,1,1,1,無,2019/5/13,1720000,120.667728,24.147183
北屯區,40.73,191.93,-2.5407777019999997,6,15,住,2,2,2,1,坡道平面,2017/8/19,16310000,120.689907,24.193227
南屯區,15.0,172.91,23.25852002,12,13,住,4,2,2,1,坡道平面,2017/4/8,9600000,120.652828,24.153468
南屯區,27.74,186.09,6.88857403,9,12,住,4,2,2,1,坡道平面,2017/9/24,10500000,120.61640700000001,24.151717
大里區,11.64,67.44,26.79863378,6,10,住,2,1,1,1,無,2020/3/13,3850000,120.687657,24.12141
南區,21.79,128.27,1.095162803,10,12,住,2,2,1,1,坡道平面,2018/6/29,8100000,120.66843200000001,24.129234
南區,10.83,114.41,12.22475479,13,14,商,3,2,2,1,無,2019/9/23,7420000,120.655429,24.129307999999998
北屯區,11.34,106.87,23.65277863,5,16,住,2,2,1,1,坡道平面,2018/8/5,5400000,120.686443,24.181455
西屯區,11.86,159.75,20.52608883,17,21,住,3,2,2,1,無,2017/7/29,8880000,120.64923799999998,24.160401
大里區,25.21,87.68,37.14244646,5,5,住,3,2,1,0,無,2016/12/2,2500000,120.686663,24.123404
南區,17.32,164.5,4.52849819,7,15,住,3,2,2,1,坡道機械,2018/1/4,10430000,120.65898899999999,24.125247
南屯區,14.26,147.64,21.10652512,7,14,住,3,2,2,1,坡道平面,2018/11/28,9650000,120.639626,24.143017999999998
南屯區,11.91,83.12,9.451254987999999,5,12,住,2,2,1,1,無,2016/7/22,5200000,120.613046,24.149114
南屯區,23.25,198.96,9.615529409,11,14,住,4,2,2,1,坡道平面,2018/1/31,16250000,120.645804,24.136671
西屯區,10.76,130.03,9.218532892999999,4,11,住,2,2,2,1,坡道平面,2019/4/22,9000000,120.638954,24.180007
南屯區,10.43,108.12,-1.1143281520000001,11,13,住,1,2,1,1,坡道平面,2018/10/17,5800000,120.60897,24.135172
南屯區,26.34,263.09,0.755662334,4,21,商,4,2,2,1,坡道平面,2017/9/5,20100000,120.636375,24.134091
北屯區,16.2,87.45,25.33659144,3,5,住,2,2,1,0,升降平面,2018/3/13,3070000,120.667126,24.181214999999998
北屯區,10.44,50.7,30.47564289,1,5,住,1,1,1,0,無,2017/3/17,2000000,120.682121,24.175832
北區,16.12,138.8,20.11266487,14,14,住,2,2,2,1,坡道機械,2019/9/26,7030000,120.69091599999999,24.158404
西屯區,16.58,102.62,7.255453569,10,12,住,2,1,2,1,坡道機械,2018/6/19,6750000,120.638954,24.180007
南區,13.61,143.66,24.12917445,12,15,住,3,2,2,1,坡道機械,2019/2/13,6980000,120.67346299999998,24.128823999999998
西屯區,4.92,30.38,23.89919026,7,8,住,1,1,1,1,無,2018/10/2,1820000,120.643831,24.177871
南屯區,53.13,367.27,0.892557684,15,20,住,3,2,2,1,坡道平面,2020/1/6,32880000,120.64143700000001,24.12797
南區,14.17,146.39,5.0569142419999995,9,15,住,3,2,2,1,坡道平面,2017/1/24,8900000,120.684591,24.130516
北屯區,15.3,147.24,18.62598137,9,14,住,3,2,2,1,坡道機械,2017/1/24,7900000,120.68631200000002,24.181376999999998
北區,2.41,33.44,21.02986372,6,14,住,1,1,1,1,無,2017/7/27,1550000,120.684582,24.166829999999997
北屯區,15.01,173.06,25.76370494,16,16,住,3,2,2,1,無,2020/3/6,4000000,120.665679,24.183405
南屯區,10.51,108.61,-0.287480236,11,13,住,1,2,1,1,坡道平面,2019/8/15,5960000,120.608971,24.135270000000002
大里區,16.36,114.85,35.89396086,2,4,住,3,1,1,0,無,2016/12/12,779531,120.68564199999999,24.114592000000002
北屯區,21.32,188.91,2.913133055,13,15,住,3,2,2,1,坡道平面,2017/10/5,11000000,120.713798,24.166103
北屯區,19.18,166.78,-2.4120960730000003,6,15,住,3,2,2,1,坡道平面,2017/6/24,11080000,120.689006,24.196031
南區,23.78,215.78,5.911141227999999,1,15,住,6,0,6,1,坡道平面,2019/7/17,13500000,120.661309,24.109164
北區,11.78,109.12,24.225001199999998,5,13,住,3,2,2,1,無,2019/1/16,4650000,120.693679,24.161505
北屯區,11.93,141.13,27.90201031,13,16,住,4,2,2,1,坡道機械,2020/2/25,6680000,120.70105500000001,24.169771
北屯區,15.64,154.0,3.310129571,14,14,商,3,2,2,1,坡道機械,2018/12/4,10030000,120.720325,24.175056
大里區,22.21,131.36,28.06354682,3,6,住,3,2,2,1,坡道平面,2019/4/2,5200000,120.692098,24.118182
南屯區,10.23,159.63,21.99360699,12,25,住,3,2,2,1,坡道機械,2017/10/21,9300000,120.647075,24.155469
西區,7.04,31.75,21.96622792,5,7,住,1,1,1,1,無,2016/10/7,1800000,120.657572,24.14415
南區,29.33,84.98,35.64481132,3,5,住,3,2,2,0,無,2016/12/12,3120000,120.68382,24.11895
西屯區,19.48,141.18,26.59055285,2,8,住,3,2,2,1,坡道平面,2020/1/2,7960000,120.654358,24.1585
南區,15.71,142.47,20.71774232,6,14,住,3,2,2,1,坡道平面,2020/2/1,6750000,120.66022,24.110101
南屯區,14.73,131.68,6.346468442000001,5,12,住,2,2,1,1,坡道平面,2018/3/23,7150000,120.616653,24.155435999999998
北屯區,23.18,220.47,1.103376524,11,14,住,4,2,2,1,坡道平面,2017/7/10,9890000,120.710393,24.161037
西屯區,13.12,61.46,11.78395176,2,8,住,1,1,1,1,無,2020/1/30,4450000,120.66068700000001,24.162676
北區,45.62,106.63,42.15555419,3,4,住,4,2,1,0,無,2017/10/3,3120000,120.692517,24.157001
北屯區,10.5,125.14,4.6681314469999995,5,22,住,2,2,2,1,坡道平面,2018/3/26,9180000,120.697477,24.171067999999998
北屯區,36.47,231.11,1.275864665,18,24,住,3,2,2,1,坡道平面,2018/3/26,13900000,120.70312,24.186776000000002
西屯區,29.93,113.62,28.03069194,2,5,住,3,2,2,0,無,2017/8/22,4000000,120.61342900000001,24.1734
太平區,18.35,122.54,4.369699583,6,12,住,3,2,2,1,坡道機械,2020/2/19,7500000,120.70239299999999,24.152310999999997
北區,10.6,103.07,20.62739139,11,14,住,2,1,1,1,無,2018/3/11,3900000,120.689378,24.157031
北屯區,31.2,177.92,27.98414752,3,8,住,4,2,2,1,坡道平面,2018/12/22,6800000,120.72280400000001,24.180726999999997
北屯區,3.0,38.42,22.16883304,5,17,商,1,0,1,1,無,2017/2/21,1950000,120.681357,24.176145
北區,29.19,113.05,31.87471338,4,5,住,3,1,2,0,無,2019/7/21,3600000,120.66974599999999,24.164421
北屯區,26.6,113.5,1.631792576,9,12,住,2,2,1,1,坡道機械,2018/5/10,5620000,120.71051299999999,24.172816
南屯區,54.72,237.31,3.093834918,6,6,住,3,2,2,1,坡道機械,2018/1/6,10500000,120.612804,24.153545
北屯區,17.88,188.01,13.06803014,7,14,住,3,2,2,1,坡道平面,2019/12/19,14850000,120.688309,24.175457
北區,11.44,96.45,21.79647768,7,11,住,2,2,2,1,升降機械,2017/10/26,4660000,120.681845,24.164196
北區,5.15,62.26,22.26739769,17,21,住,2,1,1,1,無,2017/9/12,2950000,120.672301,24.164657000000002
大里區,14.13,89.79,25.74180168,4,13,住,2,1,1,1,無,2018/5/21,3000000,120.690972,24.122705
北屯區,17.58,149.94,-2.310793514,4,15,住,3,2,2,1,坡道平面,2017/7/31,9160000,120.688534,24.195242
南屯區,31.85,201.64,0.035592791,9,18,住,4,2,2,1,坡道平面,2019/7/31,11250000,120.60861499999999,24.144992000000002
北區,32.11,347.66,30.46469127,13,14,住,12,0,12,1,坡道平面,2020/4/11,18130000,120.68471299999999,24.148198999999998
西屯區,23.26,91.38,34.25669247,3,5,住,2,2,1,0,無,2018/12/17,4000000,120.66519699999999,24.168761
大里區,14.59,130.51,14.19330992,9,11,住,3,2,2,1,坡道平面,2018/3/16,7000000,120.67265900000001,24.115069000000002
西區,5.63,37.03,35.84741644,7,12,住,1,0,1,1,無,2019/2/21,1600000,120.664351,24.130534
北區,2.5,29.3,21.9580142,8,21,住,1,1,1,1,無,2017/5/22,1350000,120.672301,24.164657000000002
北屯區,18.24,109.7,6.409440302999999,10,12,住,3,2,1,1,坡道機械,2018/4/9,5880000,120.713798,24.166103
西屯區,19.09,64.64,35.61195644,3,5,住,3,2,2,0,無,2018/12/15,3280000,120.66476000000002,24.171654
北屯區,16.23,211.44,6.0808914629999995,14,19,住,3,2,2,1,坡道平面,2019/3/9,16020000,120.68770400000001,24.181567
烏日區,24.29,185.55,2.3053177000000002,15,25,商,3,2,2,1,坡道平面,2020/1/15,12980000,120.598952,24.107057
大里區,23.23,167.84,6.8830982160000005,9,13,商,3,2,2,1,坡道平面,2018/6/20,8500000,120.697258,24.103822
大雅區,22.78,165.18,1.9466518819999998,2,15,商,3,2,2,1,坡道機械,2017/5/15,7800000,120.656226,24.225148
南屯區,40.49,186.64,0.8104204740000001,5,20,住,4,2,2,1,坡道平面,2018/6/14,20410000,120.62423999999999,24.145305
北屯區,15.95,100.8,23.26947165,7,7,住,2,1,1,1,無,2017/7/4,4100000,120.69761899999999,24.172878
烏日區,4.33,30.78,31.102623600000005,5,7,住,1,0,1,1,無,2020/4/26,1400000,120.63526399999999,24.106622
南屯區,31.5,201.47,-0.273790701,8,18,住,4,2,2,1,坡道平面,2019/4/9,11040000,120.60861499999999,24.144992000000002
中區,11.03,42.0,42.27328419,4,6,住,1,1,1,1,無,2019/10/3,1200000,120.68495700000001,24.141939
西屯區,22.93,113.36,24.10179538,7,7,住,3,2,2,1,無,2017/11/19,4480000,120.660807,24.197804
南屯區,24.85,118.36,0.396996516,4,12,住,2,2,1,1,坡道平面,2017/10/30,7600000,120.64274950000001,24.13813039
東區,18.47,172.15,1.867252579,12,15,商,3,2,2,1,坡道平面,2018/6/2,11500000,120.706477,24.148357999999998
西屯區,16.74,88.2,26.08677796,1,6,住,2,2,2,1,無,2018/6/21,3990000,120.588406,24.177544
北屯區,16.22,142.4,21.26532372,4,16,住,3,2,2,1,坡道平面,2016/11/18,6200000,120.692218,24.175660999999998
北區,2.94,27.19,35.86384388,7,12,住,1,1,1,1,無,2017/12/2,900000,120.671653,24.173351
西屯區,5.05,56.48,11.06114431,13,14,住,1,1,1,1,坡道機械,2017/12/16,4560000,120.65041399999998,24.162748999999998
大里區,12.96,89.13,27.72404635,6,13,住,3,2,1,1,無,2020/5/14,3800000,120.69118700000001,24.123410999999997
西區,5.89,59.77,26.96564611,2,12,住,2,2,2,1,無,2017/6/12,2080000,120.675711,24.140225
太平區,22.26,167.5,6.81465054,5,14,住,3,2,2,1,坡道平面,2020/5/11,9380000,120.71269199999999,24.159151
北屯區,14.33,135.78,0.005475814,6,15,商,3,2,2,1,坡道平面,2018/10/18,6700000,120.721,24.165792
南屯區,18.33,130.63,3.3594118980000003,2,12,住,3,2,2,1,坡道機械,2018/4/25,7950000,120.613623,24.148554
西區,5.0,64.64,24.99435307,4,19,住,2,0,2,1,無,2020/1/11,2400000,120.667928,24.129991
南區,12.34,23.17,41.03575022,4,8,住,3,2,1,1,無,2020/6/3,1400000,120.668898,24.116589
沙鹿區,18.87,85.71,0.25462535199999997,8,10,商,2,2,1,1,無,2020/3/12,4750000,120.567653,24.223953
西屯區,15.15,137.81,25.57205145,15,16,住,3,2,2,1,坡道機械,2017/4/29,6600000,120.618253,24.187445999999998
西屯區,8.77,94.64,9.579936617000001,4,18,住,2,1,2,1,無,2019/3/13,8000000,120.655395,24.169315
大雅區,23.76,133.63,2.458640492,5,12,住,2,2,1,1,坡道平面,2020/4/24,7800000,120.64568600000001,24.222265
北屯區,33.8,105.85,37.05209553,5,5,住,3,2,2,0,無,2017/11/4,3980000,120.68915,24.165620999999998
西屯區,21.67,208.06,2.053430255,7,25,商,3,2,2,1,坡道平面,2017/10/26,17000000,120.635733,24.173756
西屯區,21.48,141.99,4.818716332,2,12,住,3,2,2,1,升降機械,2019/4/29,9700000,120.665411,24.175141
西屯區,11.9,116.1,24.79996167,5,14,住,3,2,2,1,無,2018/6/5,6380000,120.62068799999999,24.183409
北屯區,18.14,172.5,2.5818463080000003,11,15,商,3,2,2,1,坡道平面,2019/3/23,10300000,120.717522,24.172619
東區,24.08,130.97,2.4038823519999997,3,10,住,3,2,2,1,坡道平面,2018/3/26,7200000,120.69406799999999,24.136465
潭子區,13.69,79.59,24.7725826,3,8,住,2,2,1,1,無,2020/2/15,3720000,120.696752,24.196421
北屯區,19.02,103.47,6.8940498439999995,2,10,住,4,0,4,1,坡道平面,2018/4/25,5180000,120.73243799999999,24.172179
西屯區,22.36,195.13,2.576370494,12,22,住,3,2,2,1,坡道平面,2019/6/23,18110000,120.638645,24.184619
西屯區,24.14,345.61,6.524432397999999,17,26,住,4,2,3,1,坡道平面,2017/4/30,30700000,120.634606,24.172937
北屯區,24.95,152.02,4.076743533,6,12,住,3,2,2,1,坡道平面,2018/11/19,10580000,120.69095,24.183541
南區,14.97,90.03,24.63568725,11,12,住,2,2,1,1,無,2019/3/7,3850000,120.668567,24.113706
西區,16.1,200.08,20.61643976,3,14,住,4,2,3,1,坡道平面,2020/2/3,15000000,120.659462,24.155217999999998
北區,33.82,98.05,38.25951252,2,5,住,3,2,2,0,無,2019/4/10,4000000,120.665374,24.159243
西屯區,33.2,418.0,1.971293045,8,22,住,5,2,4,1,坡道平面,2016/11/23,32200000,120.634606,24.172937
西區,62.14,437.04,11.32124547,7,12,住,4,2,3,1,坡道平面,2018/10/8,50000000,120.661162,24.132867
南屯區,45.3,313.23,1.09790071,5,20,住,3,2,2,1,坡道平面,2020/3/21,26200000,120.64143700000001,24.12797
北區,16.46,160.25,19.81697092,3,12,住,3,2,2,1,坡道平面,2018/9/10,11200000,120.672301,24.164657000000002
南屯區,13.5,146.32,0.065709768,5,26,商,2,2,1,1,坡道平面,2018/7/5,12500000,120.645219,24.131838000000002
中區,4.66,28.69,36.88234529,4,10,住,1,1,1,1,無,2019/1/14,1380000,120.67783999999999,24.146457
西區,20.93,100.21,31.61461221,6,7,住,3,2,2,1,無,2019/7/7,5200000,120.679892,24.135460000000002
南區,31.83,51.44,35.88027133,4,4,住,4,0,4,0,無,2017/8/24,3000000,120.67066000000001,24.126066
北屯區,28.71,129.99,0.21903256100000001,4,12,住,2,2,2,1,坡道平面,2019/6/6,8380000,120.68261000000001,24.190038
大雅區,24.26,122.94,3.5948719,4,12,住,2,2,2,1,坡道機械,2019/7/14,7300000,120.64671399999999,24.227959
南屯區,13.67,127.68,22.82593072,10,16,住,3,2,2,1,升降機械,2018/3/16,8000000,120.651008,24.157204999999998
南屯區,20.58,297.2,4.6462281910000005,18,25,住,4,2,3,1,坡道平面,2019/6/13,25800000,120.636375,24.134091
中區,2.71,72.56,21.81564303,8,12,住,1,1,1,1,坡道機械,2018/8/10,1600000,120.67748799999998,24.140214999999998
南屯區,10.17,88.4,28.34828915,7,12,住,1,1,1,1,無,2020/4/11,3600000,120.65191499999999,24.138397
南區,9.91,144.18,14.51090714,5,18,住,3,2,2,1,無,2019/6/29,9000000,120.68382,24.11895
北屯區,4.49,36.32,26.38794773,4,12,住,1,0,1,1,無,2019/7/17,1320000,120.66773899999998,24.188953
西區,10.53,122.75,9.97967104,10,15,住,3,2,2,1,坡道平面,2017/6/27,8500000,120.65526100000001,24.135203
西屯區,7.11,84.67,9.130919868,11,24,住,2,2,1,1,坡道機械,2020/1/6,6830000,120.612427,24.191095999999998
北屯區,16.99,130.8,1.568820715,12,14,住,2,1,1,1,坡道平面,2018/3/8,7550000,120.706928,24.167439
北屯區,26.17,181.23,1.305981642,7,14,商,3,2,2,1,坡道平面,2019/1/18,10520000,120.72065400000001,24.179994
西屯區,11.88,136.05,5.508668898,20,21,住,2,2,2,1,坡道平面,2020/5/23,9450000,120.609742,24.191682
西區,9.0,18.44,44.91262654,1,4,住,3,2,1,0,無,2019/11/3,1050000,120.65896399999998,24.151814
南屯區,3.57,47.23,21.38852954,14,23,住,1,1,1,1,無,2019/5/7,3000000,120.64844599999999,24.143280999999998
沙鹿區,18.85,126.62,12.05226664,2,9,住,2,2,1,1,其他,2020/4/13,670000,120.564668,24.206453
南區,20.55,163.25,1.686550716,14,15,住,3,2,2,1,坡道平面,2018/8/20,12000000,120.661309,24.109164
北屯區,16.7,143.53,23.70206096,15,16,住,3,2,2,1,坡道平面,2018/8/23,6400000,120.690206,24.183257
西屯區,259.85,1141.52,2.319007235,2,7,住,33,33,33,1,無,2017/5/10,145000000,120.62158400000001,24.186232999999998
南屯區,20.27,205.04,10.06454616,2,14,住,4,2,2,1,坡道平面,2017/10/11,15700000,120.634969,24.144683999999998
西屯區,26.47,192.98,2.149257,4,9,住,3,2,2,1,坡道平面,2018/9/7,12920000,120.620605,24.185735
南區,13.56,80.03,19.6937651,5,12,住,1,1,1,1,無,2018/6/10,4120000,120.66582,24.114210999999997
西屯區,22.63,372.83,7.014517752000001,9,26,住,4,2,3,1,坡道平面,2020/1/31,25500000,120.61040600000001,24.184849
北區,8.5,75.24,1.4346632719999999,9,15,商,1,0,1,1,坡道機械,2020/5/7,7950000,120.67093600000001,24.172857999999998
北區,12.79,115.96,6.27528286,3,12,住,2,2,1,1,坡道機械,2016/12/17,7650000,120.67371399999999,24.158947
北區,3.98,31.72,29.07383451,7,7,住,1,0,1,1,無,2020/5/11,2200000,120.68794399999999,24.157843
北區,6.36,69.95,21.11473884,14,14,住,1,1,1,1,坡道機械,2018/10/2,4160000,120.684582,24.166829999999997
大里區,12.63,78.24,23.86085957,7,7,住,3,1,1,1,無,2016/11/15,1900000,120.68903700000001,24.098277
南屯區,12.85,109.47,22.64796676,7,12,住,3,2,2,1,無,2017/1/14,4300000,120.61250600000001,24.149654
北屯區,11.54,107.81,23.14900374,9,9,住,3,2,2,1,升降機械,2017/4/27,4500000,120.69345600000001,24.18263
大里區,18.03,103.39,24.21678748,5,7,住,3,2,2,1,無,2017/8/20,4680000,120.691686,24.107766
北屯區,28.02,243.45,4.095908882,9,19,住,4,2,2,1,坡道平面,2019/1/27,22000000,120.68943600000001,24.185710999999998
大里區,26.58,193.02,0.8679165209999999,10,15,住,3,3,2,1,坡道平面,2019/5/9,13900000,120.67541399999999,24.102843
南區,10.28,111.4,22.18526048,11,14,住,3,1,2,1,坡道機械,2019/6/3,5080000,120.67044399999999,24.118016
北屯區,26.0,177.37,2.683148867,8,13,住,4,2,2,1,坡道平面,2018/9/3,9430000,120.740504,24.161138
南區,21.04,163.75,-1.04314257,5,15,住,3,2,2,1,坡道平面,2019/4/18,10040000,120.66936000000001,24.114276999999998
西屯區,14.14,209.52,18.23172276,14,14,住,4,2,2,1,坡道平面,2019/1/28,11800000,120.647751,24.17239
南屯區,35.64,250.55,4.241017954,10,14,住,4,2,2,1,坡道平面,2018/11/10,20680000,120.65215800000001,24.156236
